artist,song,duration,ts,sessionid,auth,level,itemInSession,city,zip,state,country,userAgent,lon,lat,userId,lastName,firstName,gender,registration
Prince,1999,187,1708455198,4656,Logged In,free,26,Hamel,55732,,FR,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/59.0.848.0 Safari/535.2",2.625878,-0.314436,359.0,Jimenez,Alexandra,M,1707324042.0
Whitney Houston,How Will I Know,264,1705702195,4493,Logged In,free,82,Lemaître,19420,,FR,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.1),-61.494018,73.473948,44500.0,Miller,Matthew,M,1705517285.0
The Rolling Stones,Sympathy for the Devil,203,1704807597,3916,Logged In,paid,47,Chokier,5472,,BE,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),-33.170283,-48.7807845,18145.0,Potts,Brandon,M,1707878106.0
Madonna,Material Girl,291,1705053851,5955,Logged In,free,75,Robinsonmouth,14446,CO,US,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7 rv:5.0; ig-NG) AppleWebKit/532.6.7 (KHTML, like Gecko) Version/4.1 Safari/532.6.7",-86.171122,-20.401113,34426.0,Henry,Kevin,M,1706697418.0
Ed Sheeran,Castle on the Hill,251,1704805892,7497,Logged Out,free,25,Brito,,MA,BR,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5 rv:3.0; yo-NG) AppleWebKit/533.49.3 (KHTML, like Gecko) Version/4.0 Safari/533.49.3",58.105458,-57.7000135,,,,,
Mariah Carey,Without You,202,1706565810,5792,Logged In,paid,90,Lambertfort,V5S 3K8,YT,CA,Opera/9.20.(X11; Linux x86_64; pt-PT) Presto/2.9.174 Version/11.00,-118.388532,-61.438553,58509.0,Miller,Miranda,F,1704157060.0
Mariah Carey,Hero,254,1705375299,2322,Logged In,free,99,Bossière,8671,,BE,Opera/9.60.(X11; Linux x86_64; eu-FR) Presto/2.9.165 Version/10.00,-89.053071,-64.006757,84261.0,Johnson,Amber,M,1706616765.0
Beyoncé,Single Ladies,246,1708337335,1878,Logged In,free,39,Erikville,20463,VT,US,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0),30.854726,36.753886,43527.0,Frank,Molly,M,1708317556.0
Elton John,Your Song,217,1705431248,4867,Logged Out,free,48,Strijtem,,,BE,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.25.3 (KHTML, like Gecko) Version/4.1 Safari/535.25.3",-19.740468,-79.474622,,,,,
The Rolling Stones,Gimme Shelter,291,1705816580,2297,Logged Out,free,55,Port Latoyaport,,NH,US,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.1),130.401428,48.7315605,,,,,
Mariah Carey,We Belong Together,299,1705136393,4539,Logged In,paid,14,Barbarafort,E2M 3G3,NS,CA,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.0),129.651665,-4.6464265,32927.0,Bender,Sandra,F,1706092700.0
Frank Sinatra,My Way,258,1706175143,859,Logged Out,free,1,West Carriefort,,NS,CA,Mozilla/5.0 (Android 3.1; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,175.999677,21.969780,,,,,
Beyoncé,Crazy in Love,263,1706712271,8203,Logged Out,free,91,Jamiechester,,OR,US,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6566-02-27 17:27:17 Firefox/3.8,-134.790776,24.064754,,,,,
Led Zeppelin,Rock and Roll,287,1708112492,2589,Logged In,free,59,Lake Kiara,C8J2K9,SK,CA,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.16.2 (KHTML, like Gecko) Version/5.1 Safari/533.16.2",90.316755,-23.6097325,29240.0,Garrison,William,M,1705275688.0
Bruce Springsteen,Born in the U.S.A.,293,1708861357,2697,Logged In,free,50,Sint-Maria-Latem,9021,,BE,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.0),-102.767418,-27.5730485,13880.0,Robinson,Janet,M,1704756215.0
Whitney Houston,Saving All My Love for You,249,1707343501,6635,Logged In,free,37,Pimenta de Jesus,24465-333-986,MA,BR,Mozilla/5.0 (Android 2.3.5; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0,-66.719515,38.1805205,54147.0,Sandoval,Sabrina,F,1705129547.0
The Rolling Stones,Paint It Black,182,1706780875,2226,Logged Out,free,89,Vasconcelos,,MG,BR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; fy-NL) AppleWebKit/533.30.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.30.3",30.516615,56.966221,,,,,
Bruce Springsteen,Born to Run,282,1709101847,29,Logged In,paid,26,East Peter,64013,CA,US,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/16.9k1136.0 Mobile/20P011 Safari/534.1",8.394141,-40.116973,63529.0,Davenport,Samuel,M,1704413541.0
Pink Floyd,Comfortably Numb,292,1706508045,2287,Logged In,free,11,Port Joanna,M3T 4T5,MB,CA,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),-102.746261,-37.518606,24487.0,Graves,Donna,M,1706827419.0
Beyoncé,Single Ladies,246,1705200219,4431,Logged In,paid,42,Sampaio de Goiás,42907459-108,AL,BR,Opera/9.94.(Windows NT 5.01; lij-IT) Presto/2.9.166 Version/12.00,82.638510,-37.193982,13865.0,Burton,Tamara,F,1708576857.0
Whitney Houston,Saving All My Love for You,249,1704816766,4984,Logged In,free,79,North Joshuastad,C1R3K9,MB,CA,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),122.755875,8.4951795,35821.0,Thompson,Melanie,F,1704485773.0
Prince,Kiss,212,1705977561,4153,Logged Out,free,3,Lustin,,,BE,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8 rv:5.0; ia-FR) AppleWebKit/532.21.6 (KHTML, like Gecko) Version/4.0.5 Safari/532.21.6",-54.668825,83.7275715,,,,,
Bruce Springsteen,Born to Run,282,1706324880,8941,Logged In,paid,11,Sint-Martens-Bodegem,8415,,BE,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.1),-5.351759,57.4963685,19359.0,Orozco,Amber,F,1708322386.0
Rihanna,Diamonds,199,1707078436,5660,Logged In,free,69,Fernandes,25719363-200,PE,BR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mhr-RU) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.21.1",-145.372697,-65.0892285,34667.0,Williams,Carolyn,F,1708897572.0
David Bowie,Starman,292,1705794394,4091,Logged In,paid,85,Barbosa Alegre,61131233-567,SE,BR,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),-137.607860,-33.3323355,70163.0,Richardson,Christian,M,1708613537.0
Rihanna,Stay,260,1704510067,8630,Logged Out,free,45,Youngshire,,NT,CA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ps-AF) AppleWebKit/532.26.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6532.26.6",82.677543,-19.103126,,,,,
Michael Jackson,Beat It,244,1707465507,6378,Logged Out,free,34,North Carolynton,,YT,CA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.0),-3.446100,-49.750115,,,,,
Frank Sinatra,Fly Me to the Moon,254,1705664532,8282,Logged Out,free,37,Siqueira,,MS,BR,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0),-120.443690,-37.9532325,,,,,
Michael Jackson,Smooth Criminal,269,1706237098,8552,Logged In,free,71,Davisbury,58562,KS,US,Opera/9.97.(Windows NT 5.1; yue-HK) Presto/2.9.175 Version/11.00,147.340792,44.847795,22061.0,Patterson,James,M,1704159154.0
Bruce Springsteen,Dancing in the Dark,259,1706537368,8155,Logged Out,free,51,Balâtre,,,BE,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.26.1 (KHTML, like Gecko) Version/5.0.2 Safari/535.26.1",131.453727,49.8296405,,,,,
Ed Sheeran,Photograph,191,1708598764,5227,Logged In,paid,50,Vlezenbeek,7816,,BE,Opera/8.37.(Windows NT 11.0; da-DK) Presto/2.9.175 Version/11.00,-87.253547,-59.8373055,38335.0,Rivera,Anna,F,1706925760.0
Prince,When Doves Cry,266,1707447341,3662,Logged In,free,72,Wauthier-Braine,3298,,BE,Opera/9.47.(Windows NT 6.1; fil-PH) Presto/2.9.179 Version/12.00,88.642366,-64.6526145,76671.0,Holland,Scott,F,1705763409.0
Rihanna,Umbrella,256,1705328218,6933,Logged In,paid,70,Mendonça,04708-779-859,GO,BR,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.0),-57.468337,-39.5231405,69491.0,Rogers,Gloria,M,1705953860.0
Frank Sinatra,Strangers in the Night,259,1704695282,376,Logged Out,free,98,da Mota,,RS,BR,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),74.822620,-73.8648345,,,,,
Rihanna,Work,295,1707563244,2780,Logged In,paid,32,Rios,91426-677-972,RR,BR,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.1),25.222349,-0.469154,42433.0,Le,Ashley,M,1708928592.0
Adele,Hello,180,1705812207,4980,Logged In,paid,50,Vallet,69934,,FR,Mozilla/5.0 (Android 4.0.3; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,33.402796,13.2624955,53414.0,Thomas,Nancy,M,1707968298.0
Whitney Houston,Saving All My Love for You,249,1707611528,10,Logged In,free,23,Lowehaven,X8P6C9,AB,CA,Opera/8.55.(X11; Linux x86_64; lg-UG) Presto/2.9.161 Version/12.00,-83.866368,32.741626,51760.0,Escobar,Craig,F,1709111892.0
Elton John,Your Song,217,1707356084,4389,Logged Out,free,48,Pimenta do Amparo,,RS,BR,"Mozilla/5.0 (iPad; CPU iPad OS 15_8_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/12.9j7296.0 Mobile/42L069 Safari/532.1",-45.926578,41.8120025,,,,,
Elton John,Tiny Dancer,199,1705506804,4209,Logged In,free,60,Rubioville,R9G7B3,MB,CA,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/4.1),100.374682,-72.6630385,49205.0,Marshall,Melanie,M,1705144102.0
Pink Floyd,Wish You Were Here,273,1704182624,2089,Logged In,free,45,Melo da Mata,64979976-820,ES,BR,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),-15.098910,-67.147758,90106.0,Rivera,Michael,F,1708390626.0
Bob Dylan,Blowin’ in the Wind,235,1704733696,666,Logged In,paid,71,Petit-Thier,6412,,BE,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ak-GH) AppleWebKit/532.44.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.44.6",130.361123,-12.8042445,67201.0,Padilla,Sara,F,1704446180.0
The Beatles,Help!,250,1705365422,5672,Logged Out,free,72,Marchand,,,FR,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/9318-03-31 10:37:50 Firefox/7.0,105.934132,-26.8059895,,,,,
Adele,Hello,180,1708510253,9276,Logged Out,free,1,Warrenland,,NS,CA,Opera/8.16.(X11; Linux i686; lg-UG) Presto/2.9.177 Version/12.00,19.543595,-40.988722,,,,,
Elvis Presley,Love Me Tender,250,1706331349,5193,Logged In,free,12,Saint AgatheVille,97152,,FR,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/21.0.857.0 Safari/531.0",10.691044,65.9358065,71844.0,Bentley,Ashley,F,1704885884.0
Mariah Carey,Fantasy,194,1708560344,3939,Logged Out,free,100,Rocha,,RJ,BR,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),-177.517233,42.3904875,,,,,
Prince,1999,187,1705411205,650,Logged In,free,27,Werm,8020,,BE,Mozilla/5.0 (Android 5.1.1; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0,-12.698066,-42.5368885,17599.0,Lee,Dylan,M,1704804482.0
Bruce Springsteen,Born in the U.S.A.,293,1708913219,5733,Logged Out,free,82,Nieuwkerken-Waas,,,BE,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/28.0.817.0 Mobile/46L977 Safari/535.1",87.063462,-35.1118575,,,,,
Bruce Springsteen,Dancing in the Dark,259,1706315292,4985,Logged In,free,19,Princefort,C4A2E9,AB,CA,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5; rv:1.9.5.20) Gecko/4522-05-06 08:13:15 Firefox/3.6.9,109.943292,-11.977952,31653.0,Hernandez,Ashley,M,1704881066.0
Frank Sinatra,Strangers in the Night,259,1707675668,5803,Logged In,free,77,Barbaratown,00935,VA,US,Opera/8.12.(X11; Linux x86_64; zh-SG) Presto/2.9.177 Version/10.00,32.003825,68.566182,47891.0,Robbins,Nicholas,M,1707506901.0
The Rolling Stones,Sympathy for the Devil,203,1705372870,4231,Logged In,free,29,Port Daniel,18857,WV,US,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),141.575214,4.595097,26320.0,Turner,Steven,F,1705727071.0
The Rolling Stones,Sympathy for the Devil,203,1705081550,6461,Logged In,paid,53,Maryshire,63850,ID,US,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.864.0 Safari/534.0",112.716991,-2.828386,15283.0,Schultz,Johnny,F,1709072697.0
Elvis Presley,Jailhouse Rock,197,1708182614,3893,Logged Out,free,45,West Brandonfort,,ON,CA,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/24.0.870.0 Safari/531.2",177.834551,-4.193272,,,,,
Pink Floyd,Time,232,1704849033,3933,Logged Out,free,32,Hollandmouth,,WV,US,"Mozilla/5.0 (Linux; Android 4.4) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/17.0.863.0 Safari/533.2",-153.374967,-16.218083,,,,,
Prince,Kiss,212,1707517065,8404,Logged In,free,12,Labbé-sur-Maillard,25277,,FR,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/38.0.892.0 Mobile/81I594 Safari/534.1",-18.797387,-80.522620,78754.0,Skinner,Jon,F,1704723327.0
Pink Floyd,Comfortably Numb,292,1705481054,5680,Logged In,free,71,Erintown,T4J 1C4,AB,CA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; my-MM) AppleWebKit/533.27.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6533.27.7",113.609417,-42.5899445,84723.0,Larson,Sandra,M,1708014661.0
The Beatles,Hey Jude,219,1704424667,9667,Logged In,paid,47,Lawsonshire,64843,PR,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:4.0; it-IT) AppleWebKit/534.34.3 (KHTML, like Gecko) Version/5.0.3 Safari/534.34.3",126.478117,51.051923,26619.0,Walker,Timothy,F,1708678692.0
Beyoncé,Irreplaceable,277,1704990493,8779,Logged Out,free,43,Zarren,,,BE,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.4.6 (KHTML, like Gecko) Version/4.1 Safari/535.4.6",105.396316,64.839155,,,,,
The Rolling Stones,Paint It Black,182,1704800501,5791,Logged Out,free,7,Leuze-en-Hainaut,,,BE,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/19.0.849.0 Mobile/16K762 Safari/532.0",169.239241,2.611516,,,,,
Whitney Houston,Greatest Love of All,300,1705843858,37,Logged In,paid,81,Sainte Alix-sur-Mer,75799,,FR,Opera/9.96.(X11; Linux i686; hr-HR) Presto/2.9.186 Version/12.00,-119.393055,61.9070665,56516.0,Byrd,Michael,F,1707152179.0
Prince,Purple Rain,220,1705423268,1141,Logged Out,free,70,Ryanview,,YT,CA,Opera/9.36.(X11; Linux i686; quz-PE) Presto/2.9.176 Version/10.00,-86.424062,-6.0427065,,,,,
The Rolling Stones,Paint It Black,182,1708420499,2938,Logged Out,free,95,New Adam,,SK,CA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1; rv:1.9.5.20) Gecko/6055-09-17 16:10:09 Firefox/3.6.1,-23.902406,84.8308895,,,,,
Adele,Rolling in the Deep,194,1708923101,7135,Logged In,paid,37,Staceyside,V3R 2S4,YT,CA,Opera/9.13.(Windows NT 10.0; tl-PH) Presto/2.9.172 Version/11.00,36.097759,-62.624418,29209.0,Carter,Jennifer,F,1706788062.0
Beyoncé,Crazy in Love,263,1704898938,9211,Logged In,paid,98,Aiseau,1904,,BE,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2894-01-15 08:22:17 Firefox/5.0,-170.778662,21.331840,2515.0,Rivers,Sherry,M,1704281829.0
Elvis Presley,Suspicious Minds,183,1709081134,9687,Logged In,paid,72,Gregorybury,X4N4H7,SK,CA,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.48.7 (KHTML, like Gecko) Version/4.0 Safari/532.48.7",16.173104,7.147729,14281.0,Cruz,Leah,F,1704432484.0
David Bowie,Let’s Dance,219,1705279196,6141,Logged In,paid,33,Morel,41627,,FR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ja-JP) AppleWebKit/531.6.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.6.3",0.613067,-64.1949445,90144.0,Donovan,Sherry,M,1707030835.0
Led Zeppelin,Whole Lotta Love,204,1704550462,3202,Logged In,free,49,Viana,52487438-149,BA,BR,Opera/9.48.(Windows NT 4.0; am-ET) Presto/2.9.168 Version/10.00,-104.610235,-23.571040,99450.0,Smith,Jason,M,1705782637.0
The Rolling Stones,Gimme Shelter,291,1707968685,4518,Logged Out,free,2,Cassiano da Prata,,AP,BR,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/40.0.813.0 Safari/531.1",143.766823,-54.685637,,,,,
Michael Jackson,Billie Jean,242,1707302421,8476,Logged Out,free,12,Cordier-sur-Aubert,,,FR,Mozilla/5.0 (Windows 95; fur-IT; rv:1.9.0.20) Gecko/8855-08-24 02:19:04 Firefox/3.6.10,-172.247044,-17.743625,,,,,
The Beatles,Yesterday,233,1709005903,3475,Logged Out,free,38,Pelletier,,,FR,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0),170.614901,43.475611,,,,,
The Rolling Stones,Gimme Shelter,291,1706278196,1250,Logged In,paid,81,Haacht,5225,,BE,Opera/8.97.(X11; Linux i686; my-MM) Presto/2.9.174 Version/12.00,17.752133,-61.554369,89979.0,Smith,Jose,M,1707630948.0
Michael Jackson,Billie Jean,242,1704726952,1124,Logged In,free,4,Ramirezshire,84774,CA,US,Opera/8.52.(Windows NT 5.0; ta-LK) Presto/2.9.163 Version/12.00,-18.755956,52.5689545,65367.0,Bell,Christopher,F,1705038069.0
Mariah Carey,All I Want for Christmas Is You,225,1707051131,5542,Logged In,paid,40,Port Amymouth,82555,MT,US,Mozilla/5.0 (Android 5.1; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,-157.200767,-5.3436785,24384.0,Stephenson,Dustin,M,1708444362.0
The Rolling Stones,Sympathy for the Devil,203,1706257049,2127,Logged Out,free,8,Saint-Germain,,,BE,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7236-10-01 13:00:35 Firefox/3.6.9,22.663322,-43.917767,,,,,
Madonna,Frozen,192,1704729042,9789,Logged Out,free,53,Lima,,SC,BR,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9; rv:1.9.2.20) Gecko/2702-01-04 09:08:52 Firefox/4.0,-177.621347,27.3278465,,,,,
Adele,Rolling in the Deep,194,1708078542,6678,Logged In,paid,17,Port Troy,12369,GU,US,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),52.305426,57.4289515,74893.0,Garcia,Nancy,M,1705330741.0
Elton John,Your Song,217,1706550212,7475,Logged In,free,51,Lake Stacy,07897,TX,US,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/33.0.897.0 Safari/534.1",111.800890,-63.631148,87669.0,Thomas,Sarah,M,1707641857.0
Rihanna,We Found Love,182,1704128162,334,Logged Out,free,21,Barbeboeuf,,,FR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nan-TW) AppleWebKit/532.29.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.29.2",-121.834745,-29.9101125,,,,,
Ed Sheeran,Photograph,191,1708695946,310,Logged In,paid,34,Hinesport,A7T 4S3,QC,CA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5; rv:1.9.6.20) Gecko/5617-04-13 23:56:01 Firefox/3.8,72.980945,-75.1022895,45953.0,Zhang,Charles,M,1706478308.0
Michael Jackson,Man in the Mirror,190,1708593395,3585,Logged In,free,72,Bernard,37389,,FR,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/23.0.812.0 Safari/536.0",47.997879,-16.107992,32539.0,Thompson,Kenneth,M,1708945448.0
Madonna,Frozen,192,1704650345,7725,Logged In,free,51,Laine,71957,,FR,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.0),137.680262,-64.012318,35420.0,Dunn,Nancy,F,1707441274.0
Ed Sheeran,Photograph,191,1708940406,9589,Logged Out,free,8,Azevedo de Cardoso,,MT,BR,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.34.2 (KHTML, like Gecko) Version/4.1 Safari/533.34.2",-6.985608,-74.519354,,,,,
Led Zeppelin,Black Dog,243,1709142904,1032,Logged Out,free,74,East Ronald,,NT,CA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_7 rv:6.0; crh-UA) AppleWebKit/533.42.5 (KHTML, like Gecko) Version/4.1 Safari/533.42.5",-166.962135,40.734769,,,,,
Taylor Swift,Cardigan,294,1708221392,3495,Logged Out,free,15,Caron-la-Forêt,,,FR,Mozilla/5.0 (Android 5.0; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,-1.395910,-20.604823,,,,,
Bruce Springsteen,Born to Run,282,1707704367,2648,Logged In,paid,11,Brito da Serra,31720925-941,PB,BR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; az-IN) AppleWebKit/533.31.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.31.5",-34.495716,-37.536257,97238.0,Brown,Kevin,M,1708109041.0
Madonna,Frozen,192,1706618510,6618,Logged In,free,21,Souza,08001-257-610,RS,BR,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/534.12.7 (KHTML, like Gecko) Version/5.0 Safari/534.12.7",126.916801,-48.916768,64862.0,Stokes,Clinton,F,1704812660.0
Frank Sinatra,Fly Me to the Moon,254,1705897530,718,Logged Out,free,56,Mooreshire,,AZ,US,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),86.878761,74.9769465,,,,,
Elvis Presley,Hound Dog,283,1707959014,1795,Logged Out,free,16,North Jamesburgh,,NU,CA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ve-ZA) AppleWebKit/535.15.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.15.6",-153.302069,50.7852265,,,,,
Pink Floyd,Money,221,1705431050,9636,Logged Out,free,42,CamusBourg,,,FR,Opera/8.15.(Windows NT 5.2; fi-FI) Presto/2.9.180 Version/11.00,-88.024889,-15.1909375,,,,,
Bruce Springsteen,Thunder Road,191,1706690691,5046,Logged In,free,93,Fernandes de Goiás,45907-424-952,GO,BR,Opera/8.59.(Windows 98; lv-LV) Presto/2.9.187 Version/12.00,-76.059617,85.959120,25590.0,Pitts,Meghan,M,1706446568.0
Ed Sheeran,Castle on the Hill,251,1707505664,6787,Logged Out,free,30,Michaelburgh,,NL,CA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_6 rv:5.0; kl-GL) AppleWebKit/531.47.1 (KHTML, like Gecko) Version/5.0.3 Safari/531.47.1",-7.954046,50.5442955,,,,,
Bruce Springsteen,Born in the U.S.A.,293,1706123246,5115,Logged In,paid,13,Dias,71992-091-821,MA,BR,Opera/8.19.(Windows NT 4.0; bho-IN) Presto/2.9.167 Version/11.00,94.102422,68.3946425,51659.0,Wright,Kenneth,F,1708856513.0
Bob Dylan,Knockin’ on Heaven’s Door,219,1705426119,7600,Logged In,paid,9,Huy,5333,,BE,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/40.0.827.0 Safari/534.0",-125.122806,19.5374995,8366.0,Miller,Olivia,M,1706986416.0
David Bowie,Starman,292,1707011330,5050,Logged Out,free,88,Saint Sylvie,,,FR,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6; rv:1.9.4.20) Gecko/3213-04-30 05:44:08 Firefox/13.0,-91.971066,81.3976825,,,,,
David Bowie,Life on Mars?,297,1708420983,1845,Logged Out,free,50,Collin,,,FR,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/9.8l8813.0 Mobile/60K644 Safari/531.2",94.206447,15.9372195,,,,,
Whitney Houston,I Wanna Dance with Somebody,258,1706735478,8104,Logged Out,free,100,Perrinboeuf,,,FR,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/13.6l1886.0 Mobile/26I714 Safari/534.0",112.332966,-26.1813735,,,,,
Whitney Houston,I Will Always Love You,243,1705059664,7973,Logged Out,free,32,Ashleyberg,,TN,US,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/60.0.845.0 Mobile/17B627 Safari/536.1",82.552562,-67.840064,,,,,
Elvis Presley,Jailhouse Rock,197,1707386544,8446,Logged Out,free,60,Sainte Paul,,,FR,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1; rv:1.9.6.20) Gecko/8350-05-31 12:30:52 Firefox/3.6.18,33.473003,39.881107,,,,,
The Beatles,Come Together,242,1707368695,3124,Logged Out,free,17,South Rachelview,,WA,US,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6061-03-10 18:23:31 Firefox/3.8,88.499636,-29.5560595,,,,,
Pink Floyd,Time,232,1707815335,9727,Logged In,free,100,Gilmoremouth,46942,PW,US,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/15.9n8126.0 Mobile/72W218 Safari/533.1",49.839768,-20.0847535,56962.0,Tran,Michael,F,1705117065.0
