ts,sessionId,page,auth,level,itemInSession,city,zip,state,userAgent,lon,lat,userId,lastName,firstName,gender,registration,artist,song,duration
1707465507,6378,/new-releases,Logged Out,free,34,North Carolynton,,YT,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.0),-3.4461,-49.750115,,,,,,Michael Jackson,Beat It,244
1705664532,8282,/explore,Logged Out,free,37,Siqueira,,MS,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0),-120.44369,-37.9532325,,,,,,Frank Sinatra,Fly Me to the Moon,254
1706237098,8552,/charts,Logged In,free,71,Davisbury,58562,KS,Opera/9.97.(Windows NT 5.1; yue-HK) Presto/2.9.175 Version/11.00,147.340792,44.847795,22061.0,Patterson,James,M,1704159154.0,Michael Jackson,Smooth Criminal,269
1706537368,8155,/explore,Logged Out,free,51,Balâtre,,,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.26.1 (KHTML, like Gecko) Version/5.0.2 Safari/535.26.1",131.453727,49.8296405,,,,,,Bruce Springsteen,Dancing in the Dark,259
1708598764,5227,/discover,Logged In,paid,50,Vlezenbeek,7816,,Opera/8.37.(Windows NT 11.0; da-DK) Presto/2.9.175 Version/11.00,-87.253547,-59.8373055,38335.0,Rivera,Anna,F,1706925760.0,Ed Sheeran,Photograph,191
1707447341,3662,/songs,Logged In,free,72,Wauthier-Braine,3298,,Opera/9.47.(Windows NT 6.1; fil-PH) Presto/2.9.179 Version/12.00,88.642366,-64.6526145,76671.0,Holland,Scott,F,1705763409.0,Prince,When Doves Cry,266
1705328218,6933,/artists,Logged In,paid,70,Mendonça,04708-779-859,GO,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.0),-57.468337,-39.5231405,69491.0,Rogers,Gloria,M,1705953860.0,Rihanna,Umbrella,256
1704695282,376,/new-releases,Logged Out,free,98,da Mota,,RS,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),74.82262,-73.8648345,,,,,,Frank Sinatra,Strangers in the Night,259
1707563244,2780,/explore,Logged In,paid,32,Rios,91426-677-972,RR,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.1),25.222349,-0.469154,42433.0,Le,Ashley,M,1708928592.0,Rihanna,Work,295
1705812207,4980,/playlists,Logged In,paid,50,Vallet,69934,,Mozilla/5.0 (Android 4.0.3; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,33.402796,13.2624955,53414.0,Thomas,Nancy,M,1707968298.0,Adele,Hello,180
1707611528,10,/my-music,Logged In,free,23,Lowehaven,X8P6C9,AB,Opera/8.55.(X11; Linux x86_64; lg-UG) Presto/2.9.161 Version/12.00,-83.866368,32.741626,51760.0,Escobar,Craig,F,1709111892.0,Whitney Houston,Saving All My Love for You,249
1707356084,4389,/new-releases,Logged Out,free,48,Pimenta do Amparo,,RS,"Mozilla/5.0 (iPad; CPU iPad OS 15_8_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/12.9j7296.0 Mobile/42L069 Safari/532.1",-45.926578,41.8120025,,,,,,Elton John,Your Song,217
1705506804,4209,/explore,Logged In,free,60,Rubioville,R9G7B3,MB,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/4.1),100.374682,-72.6630385,49205.0,Marshall,Melanie,M,1705144102.0,Elton John,Tiny Dancer,199
1704182624,2089,/new-releases,Logged In,free,45,Melo da Mata,64979976-820,ES,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),-15.09891,-67.147758,90106.0,Rivera,Michael,F,1708390626.0,Pink Floyd,Wish You Were Here,273
1704733696,666,/explore,Logged In,paid,71,Petit-Thier,6412,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ak-GH) AppleWebKit/532.44.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.44.6",130.361123,-12.8042445,67201.0,Padilla,Sara,F,1704446180.0,Bob Dylan,Blowin’ in the Wind,235
1705365422,5672,/songs,Logged Out,free,72,Marchand,,,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/9318-03-31 10:37:50 Firefox/7.0,105.934132,-26.8059895,,,,,,The Beatles,Help!,250
1708510253,9276,/new-releases,Logged Out,free,1,Warrenland,,NS,Opera/8.16.(X11; Linux i686; lg-UG) Presto/2.9.177 Version/12.00,19.543595,-40.988722,,,,,,Adele,Hello,180
1706331349,5193,/artists,Logged In,free,12,Saint AgatheVille,97152,,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/21.0.857.0 Safari/531.0",10.691044,65.9358065,71844.0,Bentley,Ashley,F,1704885884.0,Elvis Presley,Love Me Tender,250
1708560344,3939,/explore,Logged Out,free,100,Rocha,,RJ,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),-177.517233,42.3904875,,,,,,Mariah Carey,Fantasy,194
1705411205,650,/my-music,Logged In,free,27,Werm,8020,,Mozilla/5.0 (Android 5.1.1; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0,-12.698066,-42.5368885,17599.0,Lee,Dylan,M,1704804482.0,Prince,1999,187
1708913219,5733,/new-releases,Logged Out,free,82,Nieuwkerken-Waas,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/28.0.817.0 Mobile/46L977 Safari/535.1",87.063462,-35.1118575,,,,,,Bruce Springsteen,Born in the U.S.A.,293
1706315292,4985,/albums,Logged In,free,19,Princefort,C4A2E9,AB,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5; rv:1.9.5.20) Gecko/4522-05-06 08:13:15 Firefox/3.6.9,109.943292,-11.977952,31653.0,Hernandez,Ashley,M,1704881066.0,Bruce Springsteen,Dancing in the Dark,259
1707675668,5803,/artists,Logged In,free,77,Barbaratown,00935,VA,Opera/8.12.(X11; Linux x86_64; zh-SG) Presto/2.9.177 Version/10.00,32.003825,68.566182,47891.0,Robbins,Nicholas,M,1707506901.0,Frank Sinatra,Strangers in the Night,259
1705372870,4231,/my-music,Logged In,free,29,Port Daniel,18857,WV,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),141.575214,4.595097,26320.0,Turner,Steven,F,1705727071.0,The Rolling Stones,Sympathy for the Devil,203
1705081550,6461,/explore,Logged In,paid,53,Maryshire,63850,ID,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.864.0 Safari/534.0",112.716991,-2.828386,15283.0,Schultz,Johnny,F,1709072697.0,The Rolling Stones,Sympathy for the Devil,203
1708182614,3893,/songs,Logged Out,free,45,West Brandonfort,,ON,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/24.0.870.0 Safari/531.2",177.834551,-4.193272,,,,,,Elvis Presley,Jailhouse Rock,197
1704849033,3933,/new-releases,Logged Out,free,32,Hollandmouth,,WV,"Mozilla/5.0 (Linux; Android 4.4) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/17.0.863.0 Safari/533.2",-153.374967,-16.218083,,,,,,Pink Floyd,Time,232
1707517065,8404,/charts,Logged In,free,12,Labbé-sur-Maillard,25277,,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/38.0.892.0 Mobile/81I594 Safari/534.1",-18.797387,-80.52262,78754.0,Skinner,Jon,F,1704723327.0,Prince,Kiss,212
1705481054,5680,/explore,Logged In,free,71,Erintown,T4J 1C4,AB,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; my-MM) AppleWebKit/533.27.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6533.27.7",113.609417,-42.5899445,84723.0,Larson,Sandra,M,1708014661.0,Pink Floyd,Comfortably Numb,292
1704424667,9667,/explore,Logged In,paid,47,Lawsonshire,64843,PR,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:4.0; it-IT) AppleWebKit/534.34.3 (KHTML, like Gecko) Version/5.0.3 Safari/534.34.3",126.478117,51.051923,26619.0,Walker,Timothy,F,1708678692.0,The Beatles,Hey Jude,219
1704990493,8779,/explore,Logged Out,free,43,Zarren,,,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.4.6 (KHTML, like Gecko) Version/4.1 Safari/535.4.6",105.396316,64.839155,,,,,,Beyoncé,Irreplaceable,277
1704800501,5791,/songs,Logged Out,free,7,Leuze-en-Hainaut,,,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/19.0.849.0 Mobile/16K762 Safari/532.0",169.239241,2.611516,,,,,,The Rolling Stones,Paint It Black,182
1705843858,37,/artists,Logged In,paid,81,Sainte Alix-sur-Mer,75799,,Opera/9.96.(X11; Linux i686; hr-HR) Presto/2.9.186 Version/12.00,-119.393055,61.9070665,56516.0,Byrd,Michael,F,1707152179.0,Whitney Houston,Greatest Love of All,300
1705423268,1141,/explore,Logged Out,free,70,Ryanview,,YT,Opera/9.36.(X11; Linux i686; quz-PE) Presto/2.9.176 Version/10.00,-86.424062,-6.0427065,,,,,,Prince,Purple Rain,220
1708420499,2938,/explore,Logged Out,free,95,New Adam,,SK,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1; rv:1.9.5.20) Gecko/6055-09-17 16:10:09 Firefox/3.6.1,-23.902406,84.8308895,,,,,,The Rolling Stones,Paint It Black,182
1708923101,7135,/albums,Logged In,paid,37,Staceyside,V3R 2S4,YT,Opera/9.13.(Windows NT 10.0; tl-PH) Presto/2.9.172 Version/11.00,36.097759,-62.624418,29209.0,Carter,Jennifer,F,1706788062.0,Adele,Rolling in the Deep,194
1704898938,9211,/new-releases,Logged In,paid,98,Aiseau,1904,,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2894-01-15 08:22:17 Firefox/5.0,-170.778662,21.33184,2515.0,Rivers,Sherry,M,1704281829.0,Beyoncé,Crazy in Love,263
1709081134,9687,/my-music,Logged In,paid,72,Gregorybury,X4N4H7,SK,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.48.7 (KHTML, like Gecko) Version/4.0 Safari/532.48.7",16.173104,7.147729,14281.0,Cruz,Leah,F,1704432484.0,Elvis Presley,Suspicious Minds,183
1705279196,6141,/songs,Logged In,paid,33,Morel,41627,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ja-JP) AppleWebKit/531.6.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.6.3",0.613067,-64.1949445,90144.0,Donovan,Sherry,M,1707030835.0,David Bowie,Let’s Dance,219
1704550462,3202,/charts,Logged In,free,49,Viana,52487438-149,BA,Opera/9.48.(Windows NT 4.0; am-ET) Presto/2.9.168 Version/10.00,-104.610235,-23.57104,99450.0,Smith,Jason,M,1705782637.0,Led Zeppelin,Whole Lotta Love,204
1707968685,4518,/explore,Logged Out,free,2,Cassiano da Prata,,AP,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/40.0.813.0 Safari/531.1",143.766823,-54.685637,,,,,,The Rolling Stones,Gimme Shelter,291
1707302421,8476,/explore,Logged Out,free,12,Cordier-sur-Aubert,,,Mozilla/5.0 (Windows 95; fur-IT; rv:1.9.0.20) Gecko/8855-08-24 02:19:04 Firefox/3.6.10,-172.247044,-17.743625,,,,,,Michael Jackson,Billie Jean,242
1709005903,3475,/new-releases,Logged Out,free,38,Pelletier,,,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0),170.614901,43.475611,,,,,,The Beatles,Yesterday,233
1706278196,1250,/charts,Logged In,paid,81,Haacht,5225,,Opera/8.97.(X11; Linux i686; my-MM) Presto/2.9.174 Version/12.00,17.752133,-61.554369,89979.0,Smith,Jose,M,1707630948.0,The Rolling Stones,Gimme Shelter,291
1704726952,1124,/explore,Logged In,free,4,Ramirezshire,84774,CA,Opera/8.52.(Windows NT 5.0; ta-LK) Presto/2.9.163 Version/12.00,-18.755956,52.5689545,65367.0,Bell,Christopher,F,1705038069.0,Michael Jackson,Billie Jean,242
1707051131,5542,/new-releases,Logged In,paid,40,Port Amymouth,82555,MT,Mozilla/5.0 (Android 5.1; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,-157.200767,-5.3436785,24384.0,Stephenson,Dustin,M,1708444362.0,Mariah Carey,All I Want for Christmas Is You,225
1706257049,2127,/songs,Logged Out,free,8,Saint-Germain,,,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7236-10-01 13:00:35 Firefox/3.6.9,22.663322,-43.917767,,,,,,The Rolling Stones,Sympathy for the Devil,203
1704729042,9789,/explore,Logged Out,free,53,Lima,,SC,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9; rv:1.9.2.20) Gecko/2702-01-04 09:08:52 Firefox/4.0,-177.621347,27.3278465,,,,,,Madonna,Frozen,192
1708078542,6678,/new-releases,Logged In,paid,17,Port Troy,12369,GU,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),52.305426,57.4289515,74893.0,Garcia,Nancy,M,1705330741.0,Adele,Rolling in the Deep,194
1706550212,7475,/playlists,Logged In,free,51,Lake Stacy,07897,TX,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/33.0.897.0 Safari/534.1",111.80089,-63.631148,87669.0,Thomas,Sarah,M,1707641857.0,Elton John,Your Song,217
1704128162,334,/songs,Logged Out,free,21,Barbeboeuf,,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nan-TW) AppleWebKit/532.29.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.29.2",-121.834745,-29.9101125,,,,,,Rihanna,We Found Love,182
1708695946,310,/discover,Logged In,paid,34,Hinesport,A7T 4S3,QC,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5; rv:1.9.6.20) Gecko/5617-04-13 23:56:01 Firefox/3.8,72.980945,-75.1022895,45953.0,Zhang,Charles,M,1706478308.0,Ed Sheeran,Photograph,191
1708593395,3585,/my-music,Logged In,free,72,Bernard,37389,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/23.0.812.0 Safari/536.0",47.997879,-16.107992,32539.0,Thompson,Kenneth,M,1708945448.0,Michael Jackson,Man in the Mirror,190
1704650345,7725,/discover,Logged In,free,51,Laine,71957,,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.0),137.680262,-64.012318,35420.0,Dunn,Nancy,F,1707441274.0,Madonna,Frozen,192
1708940406,9589,/songs,Logged Out,free,8,Azevedo de Cardoso,,MT,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.34.2 (KHTML, like Gecko) Version/4.1 Safari/533.34.2",-6.985608,-74.519354,,,,,,Ed Sheeran,Photograph,191
1709142904,1032,/songs,Logged Out,free,74,East Ronald,,NT,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_7 rv:6.0; crh-UA) AppleWebKit/533.42.5 (KHTML, like Gecko) Version/4.1 Safari/533.42.5",-166.962135,40.734769,,,,,,Led Zeppelin,Black Dog,243
1708221392,3495,/songs,Logged Out,free,15,Caron-la-Forêt,,,Mozilla/5.0 (Android 5.0; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,-1.39591,-20.604823,,,,,,Taylor Swift,Cardigan,294
1707704367,2648,/my-music,Logged In,paid,11,Brito da Serra,31720925-941,PB,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; az-IN) AppleWebKit/533.31.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.31.5",-34.495716,-37.536257,97238.0,Brown,Kevin,M,1708109041.0,Bruce Springsteen,Born to Run,282
1706618510,6618,/explore,Logged In,free,21,Souza,08001-257-610,RS,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/534.12.7 (KHTML, like Gecko) Version/5.0 Safari/534.12.7",126.916801,-48.916768,64862.0,Stokes,Clinton,F,1704812660.0,Madonna,Frozen,192
1705897530,718,/songs,Logged Out,free,56,Mooreshire,,AZ,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),86.878761,74.9769465,,,,,,Frank Sinatra,Fly Me to the Moon,254
1707959014,1795,/explore,Logged Out,free,16,North Jamesburgh,,NU,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ve-ZA) AppleWebKit/535.15.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.15.6",-153.302069,50.7852265,,,,,,Elvis Presley,Hound Dog,283
1705431050,9636,/new-releases,Logged Out,free,42,CamusBourg,,,Opera/8.15.(Windows NT 5.2; fi-FI) Presto/2.9.180 Version/11.00,-88.024889,-15.1909375,,,,,,Pink Floyd,Money,221
1706690691,5046,/charts,Logged In,free,93,Fernandes de Goiás,45907-424-952,GO,Opera/8.59.(Windows 98; lv-LV) Presto/2.9.187 Version/12.00,-76.059617,85.95912,25590.0,Pitts,Meghan,M,1706446568.0,Bruce Springsteen,Thunder Road,191
1707505664,6787,/songs,Logged Out,free,30,Michaelburgh,,NL,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_6 rv:5.0; kl-GL) AppleWebKit/531.47.1 (KHTML, like Gecko) Version/5.0.3 Safari/531.47.1",-7.954046,50.5442955,,,,,,Ed Sheeran,Castle on the Hill,251
1706123246,5115,/charts,Logged In,paid,13,Dias,71992-091-821,MA,Opera/8.19.(Windows NT 4.0; bho-IN) Presto/2.9.167 Version/11.00,94.102422,68.3946425,51659.0,Wright,Kenneth,F,1708856513.0,Bruce Springsteen,Born in the U.S.A.,293
1705426119,7600,/charts,Logged In,paid,9,Huy,5333,,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/40.0.827.0 Safari/534.0",-125.122806,19.5374995,8366.0,Miller,Olivia,M,1706986416.0,Bob Dylan,Knockin’ on Heaven’s Door,219
1707011330,5050,/songs,Logged Out,free,88,Saint Sylvie,,,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6; rv:1.9.4.20) Gecko/3213-04-30 05:44:08 Firefox/13.0,-91.971066,81.3976825,,,,,,David Bowie,Starman,292
1708420983,1845,/new-releases,Logged Out,free,50,Collin,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/9.8l8813.0 Mobile/60K644 Safari/531.2",94.206447,15.9372195,,,,,,David Bowie,Life on Mars?,297
1706735478,8104,/explore,Logged Out,free,100,Perrinboeuf,,,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/13.6l1886.0 Mobile/26I714 Safari/534.0",112.332966,-26.1813735,,,,,,Whitney Houston,I Wanna Dance with Somebody,258
1705059664,7973,/songs,Logged Out,free,32,Ashleyberg,,TN,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/60.0.845.0 Mobile/17B627 Safari/536.1",82.552562,-67.840064,,,,,,Whitney Houston,I Will Always Love You,243
1707386544,8446,/songs,Logged Out,free,60,Sainte Paul,,,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1; rv:1.9.6.20) Gecko/8350-05-31 12:30:52 Firefox/3.6.18,33.473003,39.881107,,,,,,Elvis Presley,Jailhouse Rock,197
1707368695,3124,/explore,Logged Out,free,17,South Rachelview,,WA,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6061-03-10 18:23:31 Firefox/3.8,88.499636,-29.5560595,,,,,,The Beatles,Come Together,242
1707815335,9727,/my-music,Logged In,free,100,Gilmoremouth,46942,PW,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/15.9n8126.0 Mobile/72W218 Safari/533.1",49.839768,-20.0847535,56962.0,Tran,Michael,F,1705117065.0,Pink Floyd,Time,232
1705891427,6527,/songs,Logged Out,free,17,Dianatown,,NS,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.1),-78.104799,-18.274935,,,,,,Prince,Purple Rain,220
1706766535,4940,/discover,Logged In,free,40,Jaredbury,47951,NY,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.35.3 (KHTML, like Gecko) Version/5.0.4 Safari/534.35.3",162.966856,19.947683,85169.0,Maxwell,Brandon,M,1704868333.0,Rihanna,Diamonds,199
1708375485,7836,/artists,Logged In,free,42,Siqueira,74357670-128,MS,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; gv-GB) AppleWebKit/533.49.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.49.5",-107.675004,42.7546415,33360.0,Diaz,Sarah,F,1709005931.0,Adele,Set Fire to the Rain,199
1707131832,5732,/albums,Logged In,free,42,Sanchez,81631,,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.0),89.060299,82.6267135,90980.0,Carpenter,Grace,M,1705528795.0,Madonna,Material Girl,291
1705894514,3043,/songs,Logged Out,free,13,Neerpelt,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7; rv:1.9.5.20) Gecko/7356-07-29 13:04:16 Firefox/3.8,-88.552107,37.7127105,,,,,,Mariah Carey,Fantasy,194
1708557725,7532,/charts,Logged In,paid,100,Lopes,30778558-579,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),105.865012,75.5052305,82558.0,Richards,Bethany,F,1706635933.0,Pink Floyd,Comfortably Numb,292
1704832452,8768,/new-releases,Logged Out,free,56,Linkhout,,,Opera/8.64.(X11; Linux i686; uk-UA) Presto/2.9.175 Version/10.00,-30.096137,35.122829,,,,,,Rihanna,Work,295
1705355913,4615,/new-releases,Logged Out,free,99,Berg,,,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.37.6 (KHTML, like Gecko) Version/4.0.5 Safari/533.37.6",-109.187665,-43.500239,,,,,,Taylor Swift,Shake It Off,253
1708026690,6209,/new-releases,Logged Out,free,92,Custinne,,,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_8; rv:1.9.2.20) Gecko/6376-10-03 22:08:05 Firefox/7.0,-101.491726,-62.6105925,,,,,,Led Zeppelin,Whole Lotta Love,204
1706550014,4489,/songs,Logged Out,free,95,Ernonheid,,,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.1),-103.244897,10.224406,,,,,,Led Zeppelin,Stairway to Heaven,183
1707739976,6253,/explore,Logged In,free,90,New Zacharyborough,G3M 5G1,ON,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.0),-97.310058,-54.2023025,24958.0,Bass,Jennifer,M,1704867784.0,Bruce Springsteen,Born in the U.S.A.,293
1706594371,1798,/new-releases,Logged In,paid,91,Normand,48126,,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.24.4 (KHTML, like Gecko) Version/4.0.1 Safari/531.24.4",10.756949,3.282093,75845.0,Bridges,Christopher,M,1705011979.0,Bruce Springsteen,Born in the U.S.A.,293
1708410567,6042,/new-releases,Logged Out,free,77,Kennedymouth,,AS,Opera/8.49.(Windows CE; el-CY) Presto/2.9.167 Version/10.00,-172.563335,-73.8385925,,,,,,Elton John,Tiny Dancer,199
1708651466,4491,/new-releases,Logged Out,free,82,Vieira da Prata,,PB,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3 rv:5.0; km-KH) AppleWebKit/531.50.7 (KHTML, like Gecko) Version/4.0 Safari/531.50.7",-54.02239,-82.042991,,,,,,Adele,Someone Like You,185
1705111263,9245,/playlists,Logged In,free,2,Machado do Sul,95185766-416,AM,Opera/9.77.(Windows NT 6.1; mi-NZ) Presto/2.9.187 Version/12.00,-30.243023,73.756461,33406.0,Nelson,Parker,F,1708524346.0,Elvis Presley,Love Me Tender,250
1706650843,8707,/new-releases,Logged In,free,19,Gomes,90574317-823,PE,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/12.0q6239.0 Mobile/29P362 Safari/532.0",5.603746,-75.0098365,71521.0,Jackson,Carolyn,M,1706826400.0,David Bowie,Life on Mars?,297
1705251292,5233,/songs,Logged Out,free,65,Froidmont,,,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/5.1),143.185759,8.770787,,,,,,Taylor Swift,Lover,222
1706150002,8961,/new-releases,Logged Out,free,94,Novais de Costela,,RO,Opera/8.39.(Windows NT 10.0; so-KE) Presto/2.9.177 Version/10.00,-26.203971,0.370493,,,,,,Prince,Little Red Corvette,275
1708060078,1479,/explore,Logged Out,free,25,Port Wendyberg,,NE,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/33.0.815.0 Safari/535.0",140.781424,-41.826277,,,,,,Elton John,Rocket Man,188
1704489074,2898,/explore,Logged Out,free,34,Duarte das Pedras,,PE,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/14.3c5324.0 Mobile/04T381 Safari/534.2",47.99908,69.3478775,,,,,,Led Zeppelin,Whole Lotta Love,204
1705853474,5652,/charts,Logged In,free,88,Perezton,97418,CA,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/61.0.815.0 Safari/536.1",-137.896577,-27.0265295,10159.0,Johnson,Meghan,F,1705657363.0,Elvis Presley,Heartbreak Hotel,196
1704831078,2746,/artists,Logged In,free,33,Evelette,8184,,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),-57.666232,-50.340675,46746.0,Glenn,Laura,F,1706031518.0,Rihanna,Umbrella,256
1705859453,8074,/albums,Logged In,free,10,North Brian,X7N 4P2,MB,Opera/9.13.(X11; Linux x86_64; wal-ET) Presto/2.9.161 Version/11.00,-30.420122,-30.328182,35090.0,Lee,Angela,F,1705239457.0,Beyoncé,Halo,299
1708958826,4284,/explore,Logged Out,free,82,Lake Erica,,NB,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9 rv:4.0; zu-ZA) AppleWebKit/535.35.4 (KHTML, like Gecko) Version/5.0 Safari/535.35.4",-96.680755,16.668631,,,,,,Bob Dylan,The Times They Are A-Changin’,266
1708652488,5416,/explore,Logged Out,free,36,Port Danielle,,SK,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0),104.352714,61.036597,,,,,,Ed Sheeran,Shape of You,264
1704083897,9985,/playlists,Logged In,paid,53,Vlezenbeek,4132,,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_6; rv:1.9.4.20) Gecko/7283-08-25 22:02:28 Firefox/3.6.16,144.497794,50.418755,68999.0,Stewart,Andrew,M,1706165801.0,Bob Dylan,Knockin’ on Heaven’s Door,219
